PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia
73.0,11.006661393031132,0.5764740542733463,5.931319220123835,0.0,5.017997357886165,0.14125,0.0,0.85875,1.0,0.022580516103220646,0.0,0.006540308061612323,0.0015772154430886177,0.0,0.0008612722544508902,0.6079376012553831,0.0
74.0,7.983670989370767,0.3374477817124095,8.130536245854225,0.0,1.4456115197521493,0.67375,0.0,0.32625,1.0,0.007576515303060612,0.0,0.011105221044208843,0.0009476895379075816,0.0,0.0009152830566113222,0.3795824941158969,0.0
75.0,5.342005182457065,0.5549276551164397,0.3635036602847634,0.0,4.711640521005264,0.63625,0.0,0.36375,1.0,0.027369473894778958,0.0,0.013702740548109622,0.003255151030206041,0.0,0.0023141628325665134,0.024109772843052376,0.0
76.0,18.31077264909795,0.2397055034190041,5.876890532072381,0.0,3.0134989489839454,0.8925,0.0,0.1075,1.0,0.03680736147229446,0.0,0.02309861972394479,0.0028590718143628726,0.0,0.0015304060812162434,0.2913167825930863,0.0
77.0,7.07729328448711,0.30527342710523614,6.348465957196653,0.0,4.704410849731253,0.12375,0.0,0.87625,1.0,0.01223244648929786,0.0,0.02181736347269454,0.0022139427885577113,0.0,0.002900480096019204,0.1447394932921583,0.0
78.0,0.6256914541855227,0.6215017715943706,3.5224446401070337,0.0,6.710180416558408,0.615,0.0,0.385,1.0,0.006981396279255852,0.0,0.010468093618723745,0.0010497099419883977,0.0,0.0016978395679135827,0.775884263852544,0.0
79.0,9.266401923731,0.3041422859571744,6.923817128023419,0.0,2.901163446809694,0.49875,0.0,0.50125,1.0,0.012260452090418084,0.0,0.013457691538307663,0.0009698939787957592,0.0,0.0005396079215843169,0.4806403194812774,0.0
80.0,14.602725365941268,0.3027112384591867,4.934018695705523,0.0,2.6853155043832455,0.5075,0.0,0.4925,1.0,0.03873274654930986,0.0,0.027369473894778958,0.0020399079815963195,0.0,0.003421384276855371,0.7708744462938338,0.0
81.0,11.853516656455366,0.3834345476793902,7.685914337077249,0.0,4.619932386263248,0.45125,0.0,0.54875,1.0,0.009466893378675735,0.0,0.014556911382276456,0.002816463292658532,0.0,0.0005564112822564513,0.46151970718278323,0.0
82.0,1.2973519336838388,0.4499522773827478,3.0596287289357424,0.0,0.8802645124563457,0.745,0.0,0.255,1.0,0.021530306061212243,0.0,0.022391478295659132,0.0019816963392678536,0.0,0.0015940188037607522,0.4391173592397744,0.0
83.0,7.471575175733907,0.3277420811269367,3.0526039961929916,0.0,4.085490477226206,0.6125,0.0,0.3875,1.0,0.02633326665333067,0.0,0.02776855371074215,0.001582616523304661,0.0,0.0021173234646929386,0.5695609399886227,0.0
84.0,11.480571871402876,0.3335932081025278,6.407725600318108,0.0,2.6818586748197575,0.17875,0.0,0.82125,1.0,0.03775255051010202,0.0,0.03392978595719144,0.002023104620924185,0.0,0.0011535307061412282,0.4206469635446596,0.0
85.0,4.648468402254806,0.23153995197207267,1.9935834599413136,0.0,2.460698385534022,0.5725,0.0,0.4275,1.0,0.020515103020604122,0.0,0.006008201640328066,0.002158131626325265,0.0,0.0006128225645129026,0.5142371591087894,0.0
86.0,2.083619111631466,0.5107910030715466,7.0837119939017335,0.0,7.526322623785036,0.58375,0.0,0.41625,1.0,0.006204240848169634,0.0,0.02288857771554311,0.0013923784756951392,0.0,0.0028656731346269255,0.08823439648426108,0.0
87.0,8.94665697092662,0.34644563124291605,4.969709421254945,0.0,5.442594599632064,0.385,0.0,0.615,1.0,0.008836767353470694,0.0,0.03460192038407681,0.0011769353870774155,0.0,0.0030277055411082215,0.18910107193200812,0.0
88.0,3.014817232479667,0.32011665725809374,3.9547754890403963,0.0,4.457388118820946,0.405,0.0,0.595,1.0,0.03166833366673335,0.0,0.0326625325065013,0.0027300460092018405,0.0,0.0012201440288057612,0.0786844566933051,0.0
89.0,12.44171525333983,0.2985002524232697,5.897240452462811,0.0,3.7680739131785796,0.35,0.0,0.65,1.0,0.010048009601920385,0.0,0.034482896579315865,0.0005774154830966193,0.0,0.001325765153030606,0.21584621586054104,0.0
90.0,9.830183324818432,0.3521834372123629,2.2374935706404826,0.0,7.944637902232413,0.39,0.0,0.61,1.0,0.01946489297859572,0.0,0.007982596519303862,0.002623224644928986,0.0,0.00331876375275055,0.2587374542494768,0.0
91.0,3.4932069642109087,0.6496158941153087,1.5383382131151557,0.0,6.617397324449267,0.82875,0.0,0.17125,1.0,0.026074214842968596,0.0,0.010979195839167833,0.001841868373674735,0.0,0.0017338467693538708,0.10575062707262801,0.0
92.0,18.49758298729039,0.5838615727249487,6.429365443159643,0.0,5.639610798565007,0.455,0.0,0.545,1.0,0.03810262052410482,0.0,0.032844568913782755,0.002438987797559512,0.0,0.0028284656931386277,0.5454804382499387,0.0
93.0,5.321458392486077,0.6663935304284748,7.994764535010068,0.0,0.9024655732832564,0.42875,0.0,0.57125,1.0,0.015082016403280656,0.0,0.039831966393278656,0.0009440888177635527,0.0,0.0016846369273854772,0.06370667286421061,0.0
94.0,17.905571985072974,0.6860484130715532,6.899800041283114,0.0,3.9228401273930333,0.235,0.0,0.765,1.0,0.01891878375675135,0.0,0.0363872774554911,0.0011577315463092619,0.0,0.0029172834566913385,0.04404890997413119,0.0
95.0,11.290950764651651,0.3735013604273929,6.4108380667286236,0.0,7.385250601304296,0.08,0.0,0.92,1.0,0.024456891378275655,0.0,0.020053010602120426,0.003346969393878776,0.0,0.0022409481896379273,0.7470028942525534,0.0
96.0,18.459839818782815,0.41193498551899776,7.378552476781999,0.0,8.165086869584389,0.30125,0.0,0.69875,1.0,0.01424884976995399,0.0,0.03253650730146029,0.0007418483696739348,0.0,0.0024797959591918383,0.7664050451362445,0.0
97.0,10.578857236256587,0.4911575165714811,7.990953874285578,0.0,8.120587914533212,0.08,0.0,0.92,1.0,0.033544708941788355,0.0,0.01541108221644329,0.0005606121224244849,0.0,0.0009212842568513703,0.32950288717840465,0.0
98.0,4.877659200572412,0.34869495723436794,0.15375028883612843,0.0,8.031170415223164,0.36625,0.0,0.63375,1.0,0.03176635327065413,0.0,0.02978495699139828,0.003391378275655131,0.0,0.0018370674134826966,0.9423674354044261,0.0
99.0,1.2564420629843318,0.6643725507821365,1.8031782401201808,0.0,1.703381976472393,0.925,0.0,0.075,1.0,0.036569313862772554,0.0,0.01569113822764553,0.0016708341668333667,0.0,0.0029196839367873575,0.3145635395376737,0.0
100.0,14.985773328009307,0.4634367855242571,5.586088687401762,0.0,0.24275636897891212,0.75125,0.0,0.24875,1.0,0.024022804560912183,0.0,0.01835867173434687,0.0016288257651530305,0.0,0.0008678735747149431,0.21987787370330117,0.0
101.0,6.526813472768204,0.5833847750882235,4.25955848456591,0.0,0.1467788501729637,0.26875,0.0,0.73125,1.0,0.015103020604120825,0.0,0.009473894778955792,0.002779855971194239,0.0,0.0032533506701340267,0.9356313353670157,0.0
102.0,5.316340027161832,0.2251685098955794,0.15997391886314874,0.0,3.6128621666609875,0.34625,0.0,0.65375,1.0,0.026368273654730948,0.0,0.025479095819163834,0.0023039607921584316,0.0,0.002721644328865773,0.10811777619981043,0.0
103.0,15.446327416265037,0.2319200084623284,4.435865616082208,0.0,5.6726555036438056,0.6275,0.0,0.3725,1.0,0.0367373474694939,0.0,0.014318863772754552,0.0022043408681736345,0.0,0.0030835167033406684,0.5850846444345644,0.0
104.0,7.723114684968171,0.5739385558388304,4.411538079974463,0.0,3.744814696070457,0.09625,0.0,0.90375,1.0,0.01807861572314463,0.0,0.028853770754150833,0.002888477695539108,0.0,0.001990098019603921,0.09646792867177476,0.0
105.0,11.870316872976279,0.4665350770841888,0.9482405681222582,0.0,6.462830001658379,0.375,0.0,0.625,1.0,0.039922984596919384,0.0,0.028888777755551112,0.0023141628325665134,0.0,0.0031429285857171433,0.516885516058714,0.0
106.0,4.035411202258783,0.3005482250079167,2.9616632829339298,0.0,6.561689945147682,0.10875,0.0,0.89125,1.0,0.007597519503900781,0.0,0.011000200040008002,0.0016192238447689537,0.0,0.0009050810162032406,0.9313942458934572,0.0
107.0,7.972174618136902,0.25811623449147136,3.753492604528155,0.0,3.9066061962641663,0.18625,0.0,0.81375,1.0,0.014346869373874777,0.0,0.011777355471094219,0.0006140228045609122,0.0,0.0026424284856971397,0.22063065386601358,0.0
108.0,17.571676660711336,0.2625250509226183,0.1467788501729637,0.0,2.2580649894559985,0.06375,0.0,0.93625,1.0,0.020949189837967595,0.0,0.006743348669733947,0.0007694538907781557,0.0,0.0010221044208841767,0.7850470027137797,0.0
109.0,3.580331066680469,0.6098613641014744,2.1308279214839527,0.0,5.142481419656397,0.5925,0.0,0.4075,1.0,0.03099619923984797,0.0,0.017035407081416282,0.00194748949789958,0.0,0.0023207641528305662,0.5597030050351803,0.0
110.0,11.101541806678139,0.5801451338350817,6.041709427330184,0.0,2.58620085059013,0.40375,0.0,0.59625,1.0,0.023756751350270056,0.0,0.0072964592918583725,0.0012183436687337468,0.0,0.0021071214242848572,0.048140031343986006,0.0
111.0,5.536945619419753,0.26398426678612014,6.298644475973729,0.0,4.934709732893412,0.86,0.0,0.14,1.0,0.019821964392878578,0.0,0.011938387677535509,0.003261752350470094,0.0,0.002370574114822965,0.6248271798949222,0.0
112.0,10.729100327231007,0.2657378803537963,0.47426521622436124,0.0,7.9925709508125555,0.34125,0.0,0.65875,1.0,0.012456491298259653,0.0,0.026564312862572517,0.0008960792158431686,0.0,0.0028824764952990597,0.6860031309008953,0.0
113.0,10.189967505326472,0.4965281044298437,2.689077461344397,0.0,4.651693479477213,0.2525,0.0,0.7475,1.0,0.02227245449089818,0.0,0.018435687137427485,0.0018814762952590518,0.0,0.0010725145029005802,0.8170607046677133,0.0
114.0,14.254046371985586,0.6304368435895533,7.827549099144186,0.0,7.025938187454287,0.66375,0.0,0.33625,1.0,0.02360972194438888,0.0,0.019660932186437288,0.0006590318063612723,0.0,0.0017626525305061013,0.3927286585249853,0.0
115.0,17.575133794299266,0.29003393911325503,7.522768664658917,0.0,0.8318092096142258,0.415,0.0,0.585,1.0,0.010328065613122625,0.0,0.019317863572714544,0.0018814762952590518,0.0,0.003461592318463693,0.6913906087339768,0.0
116.0,8.547852214268218,0.3949424656547448,4.594895141276269,0.0,1.2825457077035238,0.81625,0.0,0.18375,1.0,0.03974794958991798,0.0,0.01442388477695539,0.0015082016403280656,0.0,0.0014181836367273455,0.7693564655105455,0.0
