g1          ,resopfrac  ,tleaf      ,twood       ,troot      ,aleaf   ,awood   ,aroot   ,c4  ,leaf_n2c     ,awood_n2c    ,froot_n2c    ,leaf_p2c      ,awood_p2c      ,froot_p2c     ,amp          ,pdia
 4.970396   ,0.457188   , 1.2221619 ,  0.0       , 4.030378  ,0.7     ,0.0     ,0.3     ,0.0 ,0.012277534  ,0.0          ,0.0046437057 ,0.0051272907  ,0.0            ,0.002295987   ,0.6570642    ,0.0
 8.420605   ,0.30691695 , 3.1157696 ,  0.0       , 1.3733348 ,0.66375 ,0.0     ,0.33625 ,0.0 ,0.0066847107 ,0.0          ,0.02255982   ,0.0027694462  ,0.0            ,0.0012706714  ,0.8580305    ,0.0
 6.855338   ,0.32577333 , 1.6588053 ,  0.0       , 5.929651  ,0.86625 ,0.0     ,0.13375 ,0.0 ,0.00983948   ,0.0          ,0.014461057  ,0.0035902737  ,0.0            ,0.0032419802  ,0.37360004   ,0.0
18.815805   ,0.5488657  , 5.2840137 , 28.49931   , 3.0001302 ,0.385   ,0.5325  ,0.0825  ,0.0 ,0.0071747717 ,0.004265158  ,0.0027775972 ,0.0015823853  ,0.00095271517  ,0.0008252907  ,0.20974945   ,0.0
15.182099   ,0.20836374 , 2.9712434 ,  0.0       , 7.1752076 ,0.88875 ,0.0     ,0.11125 ,0.0 ,0.004167021  ,0.0          ,0.0064213024 ,0.00045578196 ,0.0            ,0.0029364421  ,0.6014502    ,0.0
 2.9588308  ,0.43011945 , 2.8701262 ,  0.0       , 9.991394  ,0.85125 ,0.0     ,0.14875 ,0.0 ,0.0058516064 ,0.0          ,0.010485436  ,0.0032891487  ,0.0            ,0.0016343793  ,0.44390044   ,0.0
18.111616   ,0.6036333  , 4.0862646 ,  6.480432  , 3.392924  ,0.49375 ,0.2875  ,0.21875 ,0.0 ,0.006286536  ,0.009407051  ,0.01503638   ,0.0018300287  ,0.00073762273  ,0.0049982374  ,0.19072203   ,0.09046404
 9.185525   ,0.46140644 , 3.947159  , 38.145657  , 2.1681516 ,0.32875 ,0.315   ,0.35625 ,0.0 ,0.0056984625 ,0.005826853  ,0.0063180397 ,0.0009185148  ,0.0013842011   ,0.0031550194  ,0.7820559    ,0.09929592
13.965214   ,0.68049973 , 1.9149244 ,  0.0       , 2.6822114 ,0.695   ,0.0     ,0.305   ,0.0 ,0.006629579  ,0.0          ,0.015316664  ,0.0030380173  ,0.0            ,0.0017389674  ,0.43414652   ,0.0
14.934122   ,0.67018783 , 1.8980459 ,  0.0       ,11.742439  ,0.885   ,0.0     ,0.115   ,0.0 ,0.0072360295 ,0.0          ,0.0075645708 ,0.0023067133  ,0.0            ,0.0004457182  ,0.23637432   ,0.0
 7.06391    ,0.27547023 , 3.8551338 ,  0.0       , 9.084582  ,0.81375 ,0.0     ,0.18625 ,0.0 ,0.010954369  ,0.0          ,0.015980497  ,0.003973947   ,0.0            ,0.0038266159  ,0.09077203   ,0.0
17.322702   ,0.65366346 , 1.8513317 ,  0.0       , 9.424901  ,0.6125  ,0.0     ,0.3875  ,0.0 ,0.019916365  ,0.0          ,0.0014573071 ,0.0024136768  ,0.0            ,0.00031938992 ,0.8279552    ,0.0
17.755339   ,0.59648633 , 2.6385825 ,  0.0       , 1.1488336 ,0.74625 ,0.0     ,0.25375 ,0.0 ,0.005373797  ,0.0          ,0.010706713  ,0.0032403176  ,0.0            ,0.00087699713 ,0.8070382    ,0.0
14.680538   ,0.5613238  ,11.322103  , 29.74234   , 1.2948902 ,0.25625 ,0.205   ,0.53875 ,0.0 ,0.0054473057 ,0.005888736  ,0.0070777596 ,0.0003790474  ,0.0005737014   ,0.0014369546  ,0.15858485   ,0.0
 8.170368   ,0.3451192  , 9.884368  ,126.49574   , 2.1238759 ,0.2425  ,0.1125  ,0.645   ,0.0 ,0.006115014  ,0.0030995125 ,0.0028734843 ,0.0016567946  ,0.00054941676  ,0.0008916865  ,0.42130867   ,0.056140114
14.668167   ,0.26982638 , 3.7088597 ,  0.0       ,11.357886  ,0.82875 ,0.0     ,0.17125 ,0.0 ,0.0082284035 ,0.0          ,0.010153519  ,0.00023952994 ,0.0            ,0.0047708466  ,0.11334447   ,0.0
 1.7043217  ,0.6943286  , 3.4240472 ,  0.0       , 8.694432  ,0.9325  ,0.0     ,0.0675  ,0.0 ,0.0036830853 ,0.0          ,0.03672159   ,0.00037672208 ,0.0            ,0.0030686462  ,0.023178514  ,0.0
13.05573    ,0.42946282 , 1.8395481 ,  0.0       , 3.427502  ,0.75875 ,0.0     ,0.24125 ,0.0 ,0.020767845  ,0.0          ,0.012779348  ,0.0024555319  ,0.0            ,0.001791849   ,0.87123287   ,0.0
15.507055   ,0.6320997  , 2.7362764 ,  0.0       , 5.4547706 ,0.62125 ,0.0     ,0.37875 ,0.0 ,0.007113514  ,0.0          ,0.0070040007 ,0.0016742343  ,0.0            ,0.0029893236  ,0.3684894    ,0.0
 7.495147   ,0.21121274 , 6.2356997 ,109.308136  , 2.2123816 ,0.645   ,0.06625 ,0.28875 ,0.0 ,0.002102638  ,0.004672459  ,0.0038913614 ,0.00021395175 ,0.0010880153   ,0.0011813602  ,0.037159164  ,0.04786656
12.738831   ,0.5659684  , 1.8176289 ,  0.0       , 1.0607095 ,0.7275  ,0.0     ,0.2725  ,0.0 ,0.0061272657 ,0.0          ,0.0128531065 ,0.003815827   ,0.0            ,0.0031532566  ,0.2628843    ,0.0
18.352036   ,0.3724641  , 2.5058262 ,  0.0       , 6.7807355 ,0.6925  ,0.0     ,0.3075  ,0.0 ,0.009674084  ,0.0          ,0.0031021377 ,0.0023718216  ,0.0            ,0.0008376297  ,0.038508315  ,0.0
 8.716118   ,0.68166804 , 2.0256345 ,  0.0       , 3.1322289 ,0.74625 ,0.0     ,0.25375 ,0.0 ,0.011254532  ,0.0          ,0.015080635  ,0.0029357045  ,0.0            ,0.00388126    ,0.23354279   ,0.0
 3.0775206  ,0.35055968 , 2.5219915 ,  0.0       , 7.291799  ,0.90125 ,0.0     ,0.09875 ,0.0 ,0.005367671  ,0.0          ,0.016105888  ,0.0015521565  ,0.0            ,0.0044106636  ,0.09171503   ,0.0
10.01044    ,0.34333634 , 3.0433462 ,  0.0       , 1.8653867 ,0.77375 ,0.0     ,0.22625 ,0.0 ,0.0035728216 ,0.0          ,0.010286286  ,0.0011754595  ,0.0            ,0.0037690336  ,0.10829796   ,0.0
 4.658154   ,0.5078169  , 2.1249714 ,  0.0       , 4.4742937 ,0.705   ,0.0     ,0.295   ,0.0 ,0.0057229656 ,0.0          ,0.009489686  ,0.0033426303  ,0.0            ,0.0040569445  ,0.8458375    ,0.0
17.262016   ,0.21283454 , 3.901635  ,  0.0       , 6.6173544 ,0.59625 ,0.0     ,0.40375 ,0.0 ,0.013404676  ,0.0          ,0.0079702465 ,0.0019102513  ,0.0            ,0.003844243   ,0.2547776    ,0.0
15.429153   ,0.20140879 , 3.8389578 ,  0.0       , 3.5536015 ,0.66625 ,0.0     ,0.33375 ,0.0 ,0.0123510435 ,0.0          ,0.019690586  ,0.0011894112  ,0.0            ,0.0038671584  ,0.53175426   ,0.0
 6.4598465  ,0.3705041  , 3.7885964 ,  0.0       , 7.0095825 ,0.7175  ,0.0     ,0.2825  ,0.0 ,0.013092262  ,0.0          ,0.0063106637 ,0.0046296786  ,0.0            ,0.0029987248  ,0.59070283   ,0.0
13.558849   ,0.34833843 , 2.2511044 ,  0.0       , 1.5744488 ,0.5875  ,0.0     ,0.4125  ,0.0 ,0.00408126   ,0.0          ,0.010514939  ,0.00039067384 ,0.0            ,0.0034623202  ,0.27131808   ,0.0
13.707039   ,0.22189224 , 3.3972127 ,  0.0       , 2.7786648 ,0.59625 ,0.0     ,0.40375 ,0.0 ,0.012841105  ,0.0          ,0.011016502  ,0.0037693211  ,0.0            ,0.0030204651  ,0.5647514    ,0.0
13.573204   ,0.6587589  , 2.4805238 ,  0.0       , 2.688297  ,0.57375 ,0.0     ,0.42625 ,0.0 ,0.008387674  ,0.0          ,0.009733092  ,0.0021323166  ,0.0            ,0.003576897   ,0.72759163   ,0.0
 1.1448504  ,0.4255239  , 2.3841908 , 96.323784  , 2.0134106 ,0.4975  ,0.09625 ,0.40625 ,0.0 ,0.008657207  ,0.0011732717 ,0.0058754846 ,0.00044648082 ,0.00019121841  ,0.0011367046  ,0.17979974   ,0.09522048
16.874891   ,0.59715927 , 1.82374   ,  6.7457347 , 1.7443041 ,0.55125 ,0.15875 ,0.29    ,0.0 ,0.017263908  ,0.009220278  ,0.006487686  ,0.0026101638  ,0.0014904464   ,0.00096748344 ,0.3156596    ,0.0
15.822854   ,0.5350726  , 2.934373  ,  0.0       , 9.372578  ,0.74375 ,0.0     ,0.25625 ,0.0 ,0.011750719  ,0.0          ,0.0043707965 ,0.0069747344  ,0.0            ,0.0004938992  ,0.21712181   ,0.0
 1.9771899  ,0.44555214 , 7.953394  ,  1.6996908 , 2.81397   ,0.45875 ,0.1925  ,0.34875 ,0.0 ,0.0030215026 ,0.00935867   ,0.016142767  ,0.000527866   ,0.0018534149   ,0.0030175273  ,0.0791574    ,0.09895126
10.026651   ,0.5512145  , 7.2957196 , 48.92153   , 2.86895   ,0.64625 ,0.0925  ,0.26125 ,0.0 ,0.006341668  ,0.0037970997 ,0.005233779  ,0.0041355547  ,0.0009149873   ,0.0024458182  ,0.8059477    ,0.0
 8.542194   ,0.36170647 , 1.5653008 ,  0.0       , 7.625781  ,0.9     ,0.0     ,0.1     ,0.0 ,0.009312664  ,0.0          ,0.012344168  ,0.0057783723  ,0.0            ,0.0034981624  ,0.4104913    ,0.0
15.693681   ,0.34499043 , 1.524144  ,  0.0       , 8.01188   ,0.8825  ,0.0     ,0.1175  ,0.0 ,0.011640455  ,0.0          ,0.0066278283 ,0.0045448057  ,0.0            ,0.0012177897  ,0.6190544    ,0.0
14.815909   ,0.22834489 , 2.8091857 ,  0.0       , 4.8689384 ,0.5025  ,0.0     ,0.4975  ,0.0 ,0.0121979    ,0.0          ,0.0040388796 ,0.004084398   ,0.0            ,0.00040576322 ,0.07897275   ,0.0
10.185876   ,0.38986018 , 3.198461  ,  0.0       , 5.4809613 ,0.9075  ,0.0     ,0.0925  ,0.0 ,0.004632579  ,0.0          ,0.014468433  ,0.0005627453  ,0.0            ,0.003672084   ,0.8671005    ,0.0
12.304713   ,0.39243054 , 1.5593017 ,  1.7406675 , 3.5767848 ,0.6575  ,0.20875 ,0.13375 ,0.0 ,0.01059295   ,0.0070937616 ,0.021895988  ,0.006149256   ,0.0003009329   ,0.004020515   ,0.12993924   ,0.0
 8.612866   ,0.45717317 , 2.8065865 ,  0.0       , 1.3586957 ,0.67375 ,0.0     ,0.32625 ,0.0 ,0.010452056  ,0.0          ,0.016334541  ,0.0034054131  ,0.0            ,0.0020779972  ,0.58664304   ,0.0
 6.149193   ,0.54320145 , 3.7872753 ,  0.0       , 5.2672186 ,0.71875 ,0.0     ,0.28125 ,0.0 ,0.005992499  ,0.0          ,0.012137642  ,0.0005429804  ,0.0            ,0.004871909   ,0.4353696    ,0.0
13.14403    ,0.56681186 , 1.5714025 ,  0.0       , 9.950963  ,0.8225  ,0.0     ,0.1775  ,0.0 ,0.010213152  ,0.0          ,0.0036258283 ,0.0045692213  ,0.0            ,0.0014545819  ,0.709983     ,0.0
 1.8660508  ,0.23829752 , 1.7269486 ,  0.0       , 2.366459  ,0.7775  ,0.0     ,0.2225  ,0.0 ,0.009343293  ,0.0          ,0.019978248  ,0.00062901614 ,0.0            ,0.00089286163 ,0.13327692   ,0.0
17.798283   ,0.5398974  , 2.7662768 ,  0.0       , 8.955073  ,0.89125 ,0.0     ,0.10875 ,0.0 ,0.0052696588 ,0.0          ,0.019786473  ,0.0025950493  ,0.0            ,0.003006951   ,0.5092606    ,0.0
12.35584    ,0.45540693 , 4.7104626 ,  8.997165  , 1.5522109 ,0.36875 ,0.35375 ,0.2775  ,0.0 ,0.00748106   ,0.008133392  ,0.0101977745 ,0.0022416052  ,0.0009375373   ,0.0022848232  ,0.5757115    ,0.0
 9.462036   ,0.49211627 , 3.1266434 , 17.233364  , 2.7630446 ,0.55875 ,0.22375 ,0.2175  ,0.0 ,0.0051165144 ,0.008826478  ,0.0051895236 ,0.0023753094  ,0.0019531555   ,0.00053561694 ,0.26571858   ,0.039902963
13.122372   ,0.302335   , 3.994697  ,  0.0       , 1.2933882 ,0.45875 ,0.0     ,0.54125 ,0.0 ,0.0038546068 ,0.0          ,0.009202025  ,0.0015695962  ,0.0            ,0.004135092   ,0.49481586   ,0.0
 5.970994   ,0.21593441 , 2.187637  ,  0.0       , 2.7174935 ,0.8425  ,0.0     ,0.1575  ,0.0 ,0.012332667  ,0.0          ,0.0061336416 ,0.007221215   ,0.0            ,0.003008126   ,0.22600953   ,0.0
 2.3256767  ,0.39018866 , 1.3915484 ,  0.0       , 4.467188  ,0.8775  ,0.0     ,0.1225  ,0.0 ,0.010709339  ,0.0          ,0.014756095  ,0.0040576574  ,0.0            ,0.0007841605  ,0.8636357    ,0.0
15.7967205  ,0.5123819  , 1.2863232 ,  0.0       , 2.4395373 ,0.795   ,0.0     ,0.205   ,0.0 ,0.021613201  ,0.0          ,0.01543468   ,0.002212539   ,0.0            ,0.0037091011  ,0.5709177    ,0.0
 9.028597   ,0.51058805 , 3.8201668 ,  0.0       , 5.8456783 ,0.595   ,0.0     ,0.405   ,0.0 ,0.0030215026 ,0.0          ,0.0051378924 ,0.00043485436 ,0.0            ,0.00032761594 ,0.6801956    ,0.0
 4.2760015  ,0.52353936 , 1.6789405 ,  0.0       , 9.661126  ,0.76875 ,0.0     ,0.23125 ,0.0 ,0.0053554196 ,0.0          ,0.004304413  ,0.0028636204  ,0.0            ,0.00031468933 ,0.43762589   ,0.0
17.339745   ,0.39920735 , 2.8127208 ,  0.0       , 9.9889345 ,0.9075  ,0.0     ,0.0925  ,0.0 ,0.0080507565 ,0.0          ,0.0114885615 ,0.0049749846  ,0.0            ,0.0019974997  ,0.54592764   ,0.0
 0.6371555  ,0.35844445 , 3.4175189 ,  0.0       , 8.908292  ,0.6125  ,0.0     ,0.3875  ,0.0 ,0.006513189  ,0.0          ,0.0011401426 ,0.00026278285 ,0.0            ,0.0005591199  ,0.96216077   ,0.0
 1.1520252  ,0.21368869 , 2.4903731 ,  0.0       , 5.0334687 ,0.76    ,0.0     ,0.24    ,0.0 ,0.019953119  ,0.0          ,0.004311789  ,0.0013521815  ,0.0            ,0.0014275535  ,0.04138901   ,0.0
 1.9475392  ,0.2483756  , 3.4865568 ,  0.0       , 2.0845833 ,0.88375 ,0.0     ,0.11625 ,0.0 ,0.0045651956 ,0.0          ,0.011945868  ,0.0017835229  ,0.0            ,0.0010209526  ,0.7047864    ,0.0
 6.859418   ,0.69519705 , 2.916767  ,  0.0       , 4.9937634 ,0.6775  ,0.0     ,0.3225  ,0.0 ,0.021656081  ,0.0          ,0.005344418  ,0.005255182   ,0.0            ,0.0025333667  ,0.1997093    ,0.0
15.01417    ,0.67971677 , 2.74932   ,  0.0       , 1.1953835 ,0.63625 ,0.0     ,0.36375 ,0.0 ,0.008736842  ,0.0          ,0.009128266  ,0.0042076386  ,0.0            ,0.0015309664  ,0.7130468    ,0.0
13.616628   ,0.27710596 , 5.0344286 ,  2.9840722 , 3.8024957 ,0.485   ,0.28125 ,0.23375 ,0.0 ,0.012246906  ,0.0037532193 ,0.012240905  ,0.0015870358  ,0.00067344186  ,0.001640255   ,0.16351472   ,0.0
14.883886   ,0.40164587 , 8.162389  , 69.62082   , 3.2936654 ,0.425   ,0.14375 ,0.43125 ,0.0 ,0.002751969  ,0.0064670583 ,0.005742718  ,0.000272084   ,0.00016953569  ,0.0027842605  ,0.6308709    ,0.09395361
11.780971   ,0.3506986  , 8.876021  , 13.281572  , 2.4852362 ,0.24375 ,0.53875 ,0.2175  ,0.0 ,0.00804463   ,0.0067865984 ,0.0055951993 ,0.004042543   ,0.00023068093  ,0.0020210026  ,0.21297626   ,0.0
 8.222301   ,0.6295574  , 7.518053  , 24.525282  , 3.3127372 ,0.45125 ,0.1     ,0.44875 ,0.0 ,0.010102888  ,0.0073559196 ,0.010891112  ,0.0026613201  ,0.0010893162   ,0.0011378797  ,0.49226248   ,0.06843315
16.93734    ,0.21987852 , 7.204404  , 69.84123   , 1.8248926 ,0.49875 ,0.07    ,0.43125 ,0.0 ,0.002807101  ,0.0011856483 ,0.028667083  ,0.0002383673  ,0.00018037704  ,0.0021831729  ,0.8057524    ,0.063258
 2.5306375  ,0.43002602 , 2.643606  ,  0.0       , 2.9547753 ,0.73375 ,0.0     ,0.26625 ,0.0 ,0.008853232  ,0.0          ,0.021254282  ,0.004202988   ,0.0            ,0.0049759094  ,0.84120387   ,0.0
 7.133953   ,0.49053746 , 2.5956225 ,  0.0       , 5.890949  ,0.85875 ,0.0     ,0.14125 ,0.0 ,0.006629579  ,0.0          ,0.026749345  ,0.0028275785  ,0.0            ,0.0021220653  ,0.09337237   ,0.0
 9.135898   ,0.4622571  , 2.2256591 ,  0.0       , 5.797265  ,0.835   ,0.0     ,0.165   ,0.0 ,0.008822603  ,0.0          ,0.018982498  ,0.000799925   ,0.0            ,0.0013394174  ,0.80981857   ,0.0
10.154713   ,0.5526115  , 3.2597938 ,  0.0       , 8.985717  ,0.82875 ,0.0     ,0.17125 ,0.0 ,0.010733842  ,0.0          ,0.015294537  ,0.0008417802  ,0.0            ,0.003739655   ,0.6146326    ,0.0
16.283707   ,0.32157776 , 2.1646495 ,  0.0       , 4.075137  ,0.86875 ,0.0     ,0.13125 ,0.0 ,0.009692461  ,0.0          ,0.012270409  ,0.0009824603  ,0.0            ,0.004554032   ,0.9171084    ,0.0
 1.5196275  ,0.6430495  , 3.4752226 ,  0.0       , 1.2758529 ,0.5975  ,0.0     ,0.4025  ,0.0 ,0.007768971  ,0.0          ,0.0059861233 ,0.0048587197  ,0.0            ,0.0025827228  ,0.7746598    ,0.0
 4.180476   ,0.6964357  , 1.9670016 ,  0.0       , 8.694966  ,0.85625 ,0.0     ,0.14375 ,0.0 ,0.013318915  ,0.0          ,0.00875947   ,0.0033972748  ,0.0            ,0.0003223278  ,0.26287746   ,0.0
16.306269   ,0.26078454 , 3.4205546 ,  0.0       , 3.5775616 ,0.59125 ,0.0     ,0.40875 ,0.0 ,0.0082284035 ,0.0          ,0.01612064   ,0.004720365   ,0.0            ,0.0039576446  ,0.7997752    ,0.0
 2.3964467  ,0.48017353 , 2.779154  ,  0.0       ,10.566125  ,0.8825  ,0.0     ,0.1175  ,0.0 ,0.016026502  ,0.0          ,0.0055951993 ,0.0070456555  ,0.0            ,0.00068016    ,0.17170052   ,0.0
 3.6546519  ,0.55436283 , 2.952017  ,  0.0       ,11.601479  ,0.815   ,0.0     ,0.185   ,0.0 ,0.011591449  ,0.0          ,0.0071146395 ,0.002553194   ,0.0            ,0.0012395299  ,0.9436804    ,0.0
 9.614147   ,0.337706   ,11.573733  , 18.868889  , 2.3163323 ,0.43125 ,0.2975  ,0.27125 ,0.0 ,0.002966371  ,0.0038994874 ,0.013000625  ,0.0018114265  ,0.00062834186  ,0.0018353295  ,0.45196688   ,0.015272134
 2.6457415  ,0.58733886 , 2.91448   ,  0.0       , 6.9367633 ,0.82375 ,0.0     ,0.17625 ,0.0 ,0.009251406  ,0.0          ,0.022972872  ,0.0055853734  ,0.0            ,0.0040334417  ,0.1248409    ,0.0
 6.7408166  ,0.30765823 , 3.7900498 ,  0.0       , 3.5956717 ,0.5925  ,0.0     ,0.4075  ,0.0 ,0.0061823977 ,0.0          ,0.012838354  ,0.0035553945  ,0.0            ,0.003930616   ,0.08943439   ,0.0
 4.9187303  ,0.5593342  , 1.5413798 ,  0.0       , 9.748571  ,0.79125 ,0.0     ,0.20875 ,0.0 ,0.01584273   ,0.0          ,0.0056615826 ,0.004733154   ,0.0            ,0.002107376   ,0.4997845    ,0.0
 1.2025634  ,0.2237188  , 2.005359  ,  0.0       , 3.2159705 ,0.76125 ,0.0     ,0.23875 ,0.0 ,0.016657457  ,0.0          ,0.016164895  ,0.0010940742  ,0.0            ,0.004247906   ,0.32660544   ,0.0
17.277395   ,0.58328825 , 5.529905  , 41.820335  , 2.8124588 ,0.51125 ,0.13125 ,0.3575  ,0.0 ,0.0048224777 ,0.007818352  ,0.009703588  ,0.001475422   ,0.0014102204   ,0.0029135267  ,0.23703817   ,0.0
 7.667235   ,0.5464837  , 4.3144674 , 13.247612  , 1.5688531 ,0.485   ,0.3275  ,0.1875  ,0.0 ,0.010409176  ,0.002935242  ,0.007940742  ,0.0037170022  ,0.00072851597  ,0.00049154897 ,0.6313117    ,0.0
 7.299549   ,0.65381956 , 8.229843  ,  5.567926  , 2.779411  ,0.54    ,0.0575  ,0.4025  ,0.0 ,0.0026845855 ,0.004653332  ,0.008663583  ,0.0009313039  ,0.00010448756  ,0.002552169   ,0.78106654   ,0.0
14.427935   ,0.6024651  , 1.7795777 ,  0.0       , 2.742235  ,0.805   ,0.0     ,0.195   ,0.0 ,0.019101638  ,0.0          ,0.017463058  ,0.0044041257  ,0.0            ,0.0046756594  ,0.85364133   ,0.0
 6.4132133  ,0.38973892 , 1.6789939 ,  0.0       , 3.1870387 ,0.70875 ,0.0     ,0.29125 ,0.0 ,0.008853232  ,0.0          ,0.012417927  ,0.0028345543  ,0.0            ,0.002690249   ,0.35330963   ,0.0
 7.5747914  ,0.69857097 , 3.4619534 ,  0.0       , 3.0477066 ,0.725   ,0.0     ,0.275   ,0.0 ,0.006825603  ,0.0          ,0.040918488  ,0.0020079135  ,0.0            ,0.0019299288  ,0.9308168    ,0.0
17.83976    ,0.5110524  , 1.3966305 ,  0.0       , 7.973569  ,0.91375 ,0.0     ,0.08625 ,0.0 ,0.016614577  ,0.0          ,0.006273784  ,0.0092837475  ,0.0            ,0.0017712839  ,0.9259887    ,0.0
 9.556079   ,0.66857123 , 1.4564329 ,  0.0       , 3.3136227 ,0.74875 ,0.0     ,0.25125 ,0.0 ,0.010445931  ,0.0          ,0.012041755  ,0.0021950994  ,0.0            ,0.004696812   ,0.8484967    ,0.0
15.524039   ,0.40329462 , 1.4293267 ,  0.0       , 5.157146  ,0.87375 ,0.0     ,0.12625 ,0.0 ,0.004608076  ,0.0          ,0.0140553815 ,0.002763633   ,0.0            ,0.0010473934  ,0.37245488   ,0.0
12.975258   ,0.62966245 , 1.6882037 ,  0.0       , 8.337698  ,0.85875 ,0.0     ,0.14125 ,0.0 ,0.0034564321 ,0.0          ,0.0061926492 ,0.0006848231  ,0.0            ,0.001148456   ,0.017682096  ,0.0
16.92313    ,0.24398059 , 1.9607729 ,  0.0       , 2.4415865 ,0.655   ,0.0     ,0.345   ,0.0 ,0.008791974  ,0.0          ,0.008840605  ,0.0023462432  ,0.0            ,0.0030933241  ,0.58611304   ,0.0
14.071661   ,0.26031116 , 3.707776  ,  0.0       , 8.200943  ,0.80375 ,0.0     ,0.19625 ,0.0 ,0.00947806   ,0.0          ,0.017699087  ,0.0046482813  ,0.0            ,0.0047943494  ,0.5901058    ,0.0
12.993235   ,0.2359259  , 6.2621984 ,  1.2420106 , 3.088323  ,0.53875 ,0.08875 ,0.3725  ,0.0 ,0.0061823977 ,0.0047017126 ,0.015309289  ,0.0020265158  ,0.0005841091   ,0.002327716   ,0.7246094    ,0.044846047
 3.0935557  ,0.39451835 , 3.8616571 ,  0.0       , 8.283629  ,0.71125 ,0.0     ,0.28875 ,0.0 ,0.008455057  ,0.0          ,0.0076457057 ,0.004552944   ,0.0            ,0.0033377546  ,0.32682073   ,0.0
 2.0202851  ,0.30052215 , 1.35992   ,  0.0       , 2.9883575 ,0.8525  ,0.0     ,0.1475  ,0.0 ,0.013037129  ,0.0          ,0.019749593  ,0.0010010627  ,0.0            ,0.0018459058  ,0.4083271    ,0.0
14.746427   ,0.35660794 , 1.1773648 ,  0.0       ,10.935412  ,0.83625 ,0.0     ,0.16375 ,0.0 ,0.021178272  ,0.0          ,0.0015531941 ,0.0069828727  ,0.0            ,0.0006184648  ,0.9830731    ,0.0
 2.80027    ,0.45160002 , 3.2293205 ,  0.0       , 3.307584  ,0.89625 ,0.0     ,0.10375 ,0.0 ,0.005104263  ,0.0          ,0.012867859  ,0.0023950743  ,0.0            ,0.00095808227 ,0.18790539   ,0.0
 6.3268423  ,0.26976854 , 1.6682935 ,  0.0       , 5.897635  ,0.73875 ,0.0     ,0.26125 ,0.0 ,0.012393924  ,0.0          ,0.008936492  ,0.002900825   ,0.0            ,0.0027002376  ,0.16159971   ,0.0
